a,b,R2
0.794339,-0.120872,0.000000
0.796343,-0.120872,0.000000
0.798347,-0.120872,0.000000
0.800351,-0.120872,0.000000
0.802355,-0.120872,0.000000
0.804359,-0.120872,0.000000
0.806363,-0.120872,0.000000
0.808367,-0.120872,0.000000
0.810371,-0.120872,0.000000
0.812375,-0.120872,0.000000
0.814379,-0.120872,0.000000
0.816383,-0.120872,0.000000
0.818387,-0.120872,0.000000
0.820391,-0.120872,0.000000
0.822395,-0.120872,0.000000
0.824399,-0.120872,0.000000
0.826403,-0.120872,0.000000
0.828407,-0.120872,0.000000
0.830411,-0.120872,0.000000
0.832415,-0.120872,0.000000
0.834419,-0.120872,0.000000
0.836423,-0.120872,0.000000
0.838427,-0.120872,0.000000
0.840431,-0.120872,0.000000
0.842435,-0.120872,0.000000
0.844439,-0.120872,0.000000
0.846443,-0.120872,0.000000
0.848447,-0.120872,0.000000
0.850451,-0.120872,0.000000
0.852455,-0.120872,0.000000
0.854459,-0.120872,0.000000
0.856463,-0.120872,0.000000
0.858467,-0.120872,0.000000
0.860471,-0.120872,0.000000
0.862475,-0.120872,0.000000
0.864480,-0.120872,0.000000
0.866484,-0.120872,0.000000
0.868488,-0.120872,0.000000
0.870492,-0.120872,0.000000
0.872496,-0.120872,0.000000
0.874500,-0.120872,0.000000
0.876504,-0.120872,0.000000
0.878508,-0.120872,0.000000
0.880512,-0.120872,0.000000
0.882516,-0.120872,0.000000
0.884520,-0.120872,0.000000
0.886524,-0.120872,0.000000
0.888528,-0.120872,0.000000
0.890532,-0.120872,0.000000
0.892536,-0.120872,0.000000
0.894540,-0.120872,0.000000
0.896544,-0.120872,0.000000
0.898548,-0.120872,0.000000
0.900552,-0.120872,0.000000
0.902556,-0.120872,0.000000
0.904560,-0.120872,0.000000
0.906564,-0.120872,0.000000
0.908568,-0.120872,0.000000
0.910572,-0.120872,0.000000
0.912576,-0.120872,0.000000
0.914580,-0.120872,0.000000
0.916584,-0.120872,0.000000
0.918588,-0.120872,0.000000
0.920592,-0.120872,0.000000
0.922596,-0.120872,0.000000
0.924600,-0.120872,0.000000
0.926604,-0.120872,0.000000
0.928608,-0.120872,0.000000
0.930612,-0.120872,0.000000
0.932616,-0.120872,0.000000
0.934620,-0.120872,0.000000
0.936624,-0.120872,0.000000
0.938628,-0.120872,0.000000
0.940632,-0.120872,0.000000
0.942636,-0.120872,0.000000
0.944640,-0.120872,0.000000
0.946644,-0.120872,0.000000
0.948648,-0.120872,0.000000
0.950652,-0.120872,0.000000
0.952656,-0.120872,0.000000
0.954660,-0.120872,0.000000
0.956664,-0.120872,0.000000
0.958668,-0.120872,0.000000
0.960672,-0.120872,0.000000
0.962676,-0.120872,0.000000
0.964680,-0.120872,0.000000
0.966684,-0.120872,0.000000
0.968688,-0.120872,0.000000
0.970692,-0.120872,0.000000
0.972696,-0.120872,0.000000
0.974700,-0.120872,0.000000
0.976704,-0.120872,0.000000
0.978708,-0.120872,0.000000
0.980712,-0.120872,0.000000
0.982716,-0.120872,0.000000
0.984720,-0.120872,0.000000
0.986724,-0.120872,0.000000
0.988728,-0.120872,0.000000
0.990732,-0.120872,0.000000
0.992736,-0.120872,0.000000
0.994740,-0.120872,0.000000
0.996744,-0.120872,0.000000
0.998748,-0.120872,0.000000
1.000752,-0.120872,0.000000
1.002756,-0.120872,0.000000
1.004760,-0.120872,0.000000
1.006764,-0.120872,0.000000
