a,b,R2
0.892786,0.002004,-2.455802
0.895792,0.002004,-2.437600
0.898798,0.002004,-2.419497
0.901804,0.002004,-2.401495
0.904810,0.002004,-2.383594
0.907816,0.002004,-2.365793
0.910822,0.002004,-2.348093
0.913828,0.002004,-2.330492
0.916834,0.002004,-2.312993
0.919840,0.002004,-2.295594
0.922846,0.002004,-2.278295
0.925852,0.002004,-2.261097
0.928858,0.002004,-2.243999
0.931864,0.002004,-2.227002
0.934870,0.002004,-2.210105
0.937876,0.002004,-2.193308
0.940882,0.002004,-2.176612
0.943888,0.002004,-2.160017
0.946894,0.002004,-2.143522
0.949900,0.002004,-2.127127
0.952906,0.002004,-2.110833
0.955912,0.002004,-2.094639
0.958918,0.002004,-2.078546
0.961924,0.002004,-2.062553
0.964930,0.002004,-2.046661
0.967936,0.002004,-2.030869
0.970942,0.002004,-2.015177
0.973948,0.002004,-1.999586
0.976954,0.002004,-1.984096
0.979960,0.002004,-1.968705
0.982966,0.002004,-1.953416
0.985972,0.002004,-1.938226
0.988978,0.002004,-1.923138
0.991984,0.002004,-1.908149
0.994990,0.002004,-1.893261
0.997996,0.002004,-1.878474
1.001002,0.002004,-1.863787
1.004008,0.002004,-1.849200
1.007014,0.002004,-1.834714
1.010020,0.002004,-1.820329
1.013026,0.002004,-1.806044
1.016032,0.002004,-1.791859
1.019038,0.002004,-1.777775
1.022044,0.002004,-1.763791
1.025050,0.002004,-1.749907
1.028056,0.002004,-1.736124
1.031062,0.002004,-1.722442
1.034068,0.002004,-1.708860
1.037074,0.002004,-1.695378
1.040080,0.002004,-1.681997
1.043086,0.002004,-1.668716
1.046092,0.002004,-1.655536
1.049098,0.002004,-1.642456
1.052104,0.002004,-1.629477
1.055110,0.002004,-1.616598
1.058116,0.002004,-1.603820
1.061122,0.002004,-1.591142
1.064128,0.002004,-1.578564
1.067134,0.002004,-1.566087
1.070140,0.002004,-1.553710
1.073146,0.002004,-1.541434
1.076152,0.002004,-1.529259
1.079158,0.002004,-1.517183
1.082164,0.002004,-1.505208
1.085170,0.002004,-1.493334
1.088176,0.002004,-1.481560
1.091182,0.002004,-1.469887
1.094188,0.002004,-1.458314
1.097194,0.002004,-1.446841
1.100200,0.002004,-1.435469
1.103206,0.002004,-1.424197
1.106212,0.002004,-1.413026
1.109218,0.002004,-1.401955
1.112224,0.002004,-1.390985
1.115230,0.002004,-1.380115
