Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 811",6.400574751230e-01,2.112103860068e-03,-1.048823919190e-05,2.122592099260e-03,-1.066540169226e-03
"                 812",6.400821180925e-01,2.122465417958e-03,-1.425504727150e-05,2.136720465230e-03,-1.075487756251e-03
"                 813",6.401126653309e-01,2.128026294633e-03,-1.899267807580e-05,2.147018972709e-03,-1.083005825392e-03
"                 814",6.401467646755e-01,2.137587000245e-03,-2.180650139138e-05,2.159393501637e-03,-1.090600001514e-03
"                 815",6.401712571514e-01,2.144961577543e-03,-2.877499943795e-05,2.173736576981e-03,-1.101255788209e-03
"                 816",6.401963499585e-01,2.156928176683e-03,-3.241524728334e-05,2.189343423967e-03,-1.110879335625e-03
"                 817",6.402174441691e-01,2.159350881444e-03,-3.642798649106e-05,2.195778867935e-03,-1.116103427213e-03
"                 818",6.402339165598e-01,2.166650069048e-03,-3.744255725048e-05,2.204092626299e-03,-1.120767591775e-03
"                 819",6.402432590832e-01,2.161168291067e-03,-3.703737200561e-05,2.198205663073e-03,-1.117621517539e-03
"                 820",6.402472462152e-01,2.162790311361e-03,-3.590913636789e-05,2.198699447728e-03,-1.117304292048e-03
"                 821",6.402511683888e-01,2.151903863461e-03,-3.263449860711e-05,2.184538362068e-03,-1.108586430338e-03
"                 822",6.402499520723e-01,2.146109961479e-03,-2.686256880146e-05,2.172972530281e-03,-1.099917549541e-03
"                 823",6.402425003225e-01,2.129741862820e-03,-2.007782451694e-05,2.149819687337e-03,-1.084948755927e-03
"                 824",6.402254020623e-01,2.127704450653e-03,-1.820998033029e-05,2.145914430983e-03,-1.082062205657e-03
"                 825",6.402277176967e-01,2.108794086767e-03,-9.368148912619e-06,2.118162235679e-03,-1.063765192296e-03
"                 826",6.402235627672e-01,2.106576254893e-03,-7.009684085351e-06,2.113585938979e-03,-1.060297811532e-03
"                 827",6.402290808882e-01,2.101629105689e-03,-6.845712563974e-06,2.108474818253e-03,-1.057660265409e-03
"                 828",6.402395202505e-01,2.107131856030e-03,-7.943273651877e-06,2.115075129682e-03,-1.061509201667e-03
"                 829",6.402593470420e-01,2.105210719813e-03,-9.074238571180e-06,2.114284958384e-03,-1.061679598478e-03
"                 830",6.402833216444e-01,2.115361892877e-03,-1.237754150109e-05,2.127739434378e-03,-1.070058487940e-03
"                 831",6.403098958065e-01,2.121172074910e-03,-1.785674401024e-05,2.139028818920e-03,-1.078442781465e-03
"                 832",6.403386020223e-01,2.135410716368e-03,-2.275912859481e-05,2.158169844963e-03,-1.090464486779e-03
"                 833",6.403715818779e-01,2.136791825781e-03,-2.569641142746e-05,2.162488237208e-03,-1.094092324318e-03
"                 834",6.403987041352e-01,2.149316880931e-03,-3.072190498019e-05,2.180038785912e-03,-1.105380345446e-03
"                 835",6.404247060115e-01,2.148684436920e-03,-3.241610421799e-05,2.181100541138e-03,-1.106758322678e-03
"                 836",6.404400357354e-01,2.157865332676e-03,-3.523202638364e-05,2.193097359059e-03,-1.114164692721e-03
"                 837",6.404540245097e-01,2.154345218494e-03,-3.574073739897e-05,2.190085955893e-03,-1.112913346646e-03
"                 838",6.404615260556e-01,2.155890312783e-03,-3.407193013909e-05,2.189962242922e-03,-1.112017086531e-03
"                 839",6.404634140561e-01,2.145231946596e-03,-3.073863741764e-05,2.175970584013e-03,-1.103354610715e-03
"                 840",6.404557168706e-01,2.143964511547e-03,-2.814610224556e-05,2.172110613793e-03,-1.100128358019e-03
"                 841",6.404532624475e-01,2.128988606687e-03,-2.248241686384e-05,2.151471023551e-03,-1.086976720207e-03
"                 842",6.404462636574e-01,2.121825830989e-03,-1.622195022422e-05,2.138047781213e-03,-1.077134865718e-03
"                 843",6.404410349785e-01,2.105787972973e-03,-1.003037551145e-05,2.115818348484e-03,-1.062924361998e-03
"                 844",6.404339622432e-01,2.107229818372e-03,-9.369475431365e-06,2.116599293804e-03,-1.062984384617e-03
"                 845",6.404453064422e-01,2.099476878387e-03,-7.458206371981e-06,2.106935084759e-03,-1.057196645565e-03
"                 846",6.404601776451e-01,2.102607128877e-03,-7.179949828785e-06,2.109787078706e-03,-1.058483514267e-03
"                 847",6.404728985198e-01,2.104361155944e-03,-1.030945201206e-05,2.114670607957e-03,-1.062490029984e-03
"                 848",6.404929162861e-01,2.116308178394e-03,-1.406031234188e-05,2.130368490736e-03,-1.072214401539e-03
"                 849",6.405243853906e-01,2.118122830646e-03,-1.730502903727e-05,2.135427859683e-03,-1.076366444360e-03
"                 850",6.405553643403e-01,2.130319951153e-03,-2.159834580824e-05,2.151918296962e-03,-1.086758321385e-03
"                 851",6.405822134256e-01,2.134033223822e-03,-2.586703687304e-05,2.159900260695e-03,-1.092883648784e-03
"                 852",6.406054953848e-01,2.146222849115e-03,-2.959271842833e-05,2.175815567544e-03,-1.102704142986e-03
"                 853",6.406303415080e-01,2.142117307262e-03,-2.929621953855e-05,2.171413526801e-03,-1.100354873170e-03
"                 854",6.406424389905e-01,2.151108742811e-03,-3.333391934981e-05,2.184442662161e-03,-1.108888290755e-03
"                 855",6.406553631122e-01,2.143494587178e-03,-3.001833904636e-05,2.173512926224e-03,-1.101765632635e-03
"                 856",6.406536728004e-01,2.145306332205e-03,-2.960103974509e-05,2.174907371950e-03,-1.102254205848e-03
"                 857",6.406567303812e-01,2.134882409072e-03,-2.641456583664e-05,2.161296974909e-03,-1.093855770373e-03
"                 858",6.406531208521e-01,2.129990208618e-03,-2.171278615215e-05,2.151702994770e-03,-1.086707890461e-03
"                 859",6.406432571970e-01,2.117952215338e-03,-1.752013615853e-05,2.135472351497e-03,-1.076496243828e-03
"                 860",6.406301881815e-01,2.113850111503e-03,-1.299561865715e-05,2.126845730160e-03,-1.069920674409e-03
"                 861",6.406270734991e-01,2.097963287851e-03,-6.597242304449e-06,2.104560530155e-03,-1.055578886230e-03
"                 862",6.406243598392e-01,2.099380601934e-03,-6.794767860449e-06,2.106175369795e-03,-1.056485068828e-03
"                 863",6.406404772909e-01,2.089430082973e-03,-2.915770028824e-06,2.092345853002e-03,-1.047630811515e-03
"                 864",6.406441161658e-01,2.100911364190e-03,-8.405101132196e-06,2.109316465322e-03,-1.058860783227e-03
"                 865",6.406673048475e-01,2.098368275858e-03,-7.670683155454e-06,2.106038959013e-03,-1.056854821084e-03
"                 866",6.406868886524e-01,2.108856137012e-03,-1.183875424948e-05,2.120694891262e-03,-1.066266822756e-03
"                 867",6.407125158216e-01,2.116165252766e-03,-1.834523576462e-05,2.134510488531e-03,-1.076427862148e-03
"                 868",6.407435406048e-01,2.127678652342e-03,-2.182129729776e-05,2.149499949639e-03,-1.085660623469e-03
"                 869",6.407763305409e-01,2.127167637363e-03,-2.320772903092e-05,2.150375366394e-03,-1.086791547712e-03
"                 870",6.407935177567e-01,2.143237194664e-03,-3.127655821217e-05,2.174513752876e-03,-1.102895155544e-03
"                 871",6.408173125367e-01,2.141500731621e-03,-3.083296947781e-05,2.172333701099e-03,-1.101583335289e-03
"                 872",6.408272425214e-01,2.146301891435e-03,-3.197998306883e-05,2.178281874504e-03,-1.105130928786e-03
"                 873",6.408317246689e-01,2.145938580270e-03,-3.440140722979e-05,2.180339987499e-03,-1.107370697365e-03
"                 874",6.408385089793e-01,2.144349067634e-03,-3.100261681488e-05,2.175351684449e-03,-1.103177150632e-03
"                 875",6.408399439684e-01,2.130283761043e-03,-2.524942660720e-05,2.155533187650e-03,-1.090391307128e-03
"                 876",6.408224974672e-01,2.132382747438e-03,-2.582725438957e-05,2.158210001828e-03,-1.092018628109e-03
"                 877",6.408197256720e-01,2.114650573641e-03,-1.695720158362e-05,2.131607775225e-03,-1.074282488404e-03
"                 878",6.408070670492e-01,2.103844171536e-03,-9.986048602664e-06,2.113830220139e-03,-1.061908134371e-03
"                 879",6.407912490694e-01,2.094291254800e-03,-7.739768883925e-06,2.102031023684e-03,-1.054885396284e-03
"                 880",6.407855556048e-01,2.090518379683e-03,-3.384098664390e-06,2.093902478348e-03,-1.048643288506e-03
"                 881",6.407934192413e-01,2.079620287548e-03,2.852855602788e-07,2.079335001988e-03,-1.039524858214e-03
"                 882",6.407961205627e-01,2.088324789249e-03,-3.915536017202e-06,2.092240325266e-03,-1.048077930642e-03
"                 883",6.408140319384e-01,2.084484991566e-03,-2.807930802622e-06,2.087292922368e-03,-1.045050426585e-03
"                 884",6.408320842206e-01,2.093681575265e-03,-6.255257020548e-06,2.099936832285e-03,-1.053096044653e-03
"                 885",6.408580117239e-01,2.100529282429e-03,-1.250363049162e-05,2.113032912921e-03,-1.062768271706e-03
"                 886",6.408880866674e-01,2.112216480545e-03,-1.610733124342e-05,2.128323811789e-03,-1.072215571516e-03
"                 887",6.409120672299e-01,2.117953529959e-03,-2.147230789833e-05,2.139425837857e-03,-1.080449072878e-03
"                 888",6.409319821161e-01,2.133448320678e-03,-2.782081675053e-05,2.161269137428e-03,-1.094544977089e-03
"                 889",6.409562581286e-01,2.134776514857e-03,-3.083074183392e-05,2.165607256691e-03,-1.098218999262e-03
"                 890",6.409719127527e-01,2.142776226022e-03,-3.266911785167e-05,2.175445343873e-03,-1.104057230863e-03
"                 891",6.409818518735e-01,2.137483082999e-03,-3.224764015996e-05,2.169730723159e-03,-1.100989181659e-03
"                 892",6.409829936068e-01,2.140371651129e-03,-3.191881262851e-05,2.172290463758e-03,-1.102104638193e-03
"                 893",6.409812848494e-01,2.132135615121e-03,-3.002197089293e-05,2.162157586014e-03,-1.096089778453e-03
"                 894",6.409748640634e-01,2.127927845592e-03,-2.508313839535e-05,2.153010983987e-03,-1.089047061191e-03
"                 895",6.409678110365e-01,2.109556465582e-03,-1.711821250105e-05,2.126674678083e-03,-1.071896445292e-03
"                 896",6.409452173760e-01,2.108808687222e-03,-1.618201262006e-05,2.124990699842e-03,-1.070586356231e-03
"                 897",6.409441225959e-01,2.089518347509e-03,-6.842264955317e-06,2.096360612464e-03,-1.051601438710e-03
"                 898",6.409346329606e-01,2.086595417226e-03,-4.104045016889e-06,2.090699462243e-03,-1.047401753630e-03
"                 899",6.409353018012e-01,2.082285932187e-03,-4.466396969530e-06,2.086752329156e-03,-1.045609363063e-03
"                 900",6.409425323971e-01,2.087416651079e-03,-4.841555977311e-06,2.092258207056e-03,-1.048549881517e-03
"                 901",6.409581157673e-01,2.084843466612e-03,-5.315943832279e-06,2.090159410444e-03,-1.047737677138e-03
"                 902",6.409746689452e-01,2.096715248297e-03,-1.022847540629e-05,2.106943723703e-03,-1.058586099555e-03
"                 903",6.409990442697e-01,2.099298858158e-03,-1.299917095709e-05,2.112298029115e-03,-1.062648600036e-03
"                 904",6.410160876936e-01,2.115271500253e-03,-1.982605031749e-05,2.135097550571e-03,-1.077461800444e-03
"                 905",6.410435506923e-01,2.116361262775e-03,-2.185381224742e-05,2.138215075023e-03,-1.080034443635e-03
"                 906",6.410604021377e-01,2.129035278167e-03,-2.701183143613e-05,2.156047109603e-03,-1.091529470520e-03
"                 907",6.410810757073e-01,2.127285121804e-03,-2.771456599123e-05,2.154999687796e-03,-1.091357126893e-03
"                 908",6.410848241267e-01,2.137893207888e-03,-3.152565937569e-05,2.169418867264e-03,-1.100472263320e-03
"                 909",6.411003466841e-01,2.125349097358e-03,-2.578983893274e-05,2.151138936291e-03,-1.088464387612e-03
"                 910",6.410942480293e-01,2.130546653743e-03,-2.907510515039e-05,2.159621758894e-03,-1.094348432022e-03
"                 911",6.410963450711e-01,2.118633984063e-03,-2.264805466183e-05,2.141282038725e-03,-1.081965046693e-03
"                 912",6.410829489289e-01,2.114812071749e-03,-1.968248722036e-05,2.134494558970e-03,-1.077088523095e-03
"                 913",6.410764665891e-01,2.102441433869e-03,-1.524827734588e-05,2.117689711215e-03,-1.066468994280e-03
"                 914",6.410668865415e-01,2.095883188640e-03,-9.646922848715e-06,2.105530111489e-03,-1.057588517169e-03
"                 915",6.410603842043e-01,2.082039533681e-03,-4.036411566601e-06,2.086075945248e-03,-1.045056178407e-03
"                 916",6.410494454940e-01,2.086294371018e-03,-5.743039367737e-06,2.092037410386e-03,-1.048890224877e-03
"                 917",6.410632081497e-01,2.077438780845e-03,-2.164475097691e-06,2.079603255943e-03,-1.040883865520e-03
"                 918",6.410656160534e-01,2.087603423817e-03,-7.123016368804e-06,2.094726440186e-03,-1.050924728278e-03
"                 919",6.410832263559e-01,2.086166097475e-03,-6.788799083012e-06,2.092954896558e-03,-1.049871847821e-03
"                 920",6.410984800640e-01,2.096847565183e-03,-1.137122734080e-05,2.108218792524e-03,-1.059795009932e-03
"                 921",6.411243500492e-01,2.101861900772e-03,-1.569909750530e-05,2.117560998277e-03,-1.066630047891e-03
"                 922",6.411505696509e-01,2.113526219027e-03,-2.022484871837e-05,2.133751067745e-03,-1.076987958232e-03
"                 923",6.411745625769e-01,2.117881398064e-03,-2.395861885465e-05,2.141840016919e-03,-1.082899317887e-03
"                 924",6.411901767165e-01,2.130236301684e-03,-2.875526431319e-05,2.158991565997e-03,-1.093873415155e-03
"                 925",6.412054378899e-01,2.132525151227e-03,-3.165291815755e-05,2.164178069385e-03,-1.097915493771e-03
"                 926",6.412160276690e-01,2.138994040749e-03,-3.290713610618e-05,2.171901176855e-03,-1.102404156480e-03
"                 927",6.412276204684e-01,2.129081436319e-03,-2.888983690944e-05,2.157971273229e-03,-1.093430555069e-03
"                 928",6.412191103686e-01,2.134590323040e-03,-3.147342590702e-05,2.166063748947e-03,-1.098768587427e-03
"                 929",6.412233096976e-01,2.119439580740e-03,-2.383816921639e-05,2.143277749956e-03,-1.083557959586e-03
"                 930",6.412067694016e-01,2.115880835400e-03,-2.114983684899e-05,2.137030672249e-03,-1.079090254549e-03
"                 931",6.411943130031e-01,2.101565993598e-03,-1.469501567290e-05,2.116261009271e-03,-1.065478012472e-03
"                 932",6.411719146496e-01,2.097419081811e-03,-1.165459582249e-05,2.109073677634e-03,-1.060364136728e-03
"                 933",6.411652169569e-01,2.081483756236e-03,-3.936308935403e-06,2.085420065172e-03,-1.044678187053e-03
"                 934",6.411571284804e-01,2.076696274876e-03,-6.675633734043e-07,2.077363838249e-03,-1.039015700811e-03
"                 935",6.411597623927e-01,2.070787064649e-03,4.887727092630e-07,2.070298291939e-03,-1.034904759615e-03
"                 936",6.411633351792e-01,2.076055231012e-03,-1.037284240520e-06,2.077092515253e-03,-1.039064899747e-03
"                 937",6.411806836325e-01,2.073751560263e-03,-1.384719047975e-06,2.075136279311e-03,-1.038260499179e-03
"                 938",6.411978460998e-01,2.085520861053e-03,-6.211445696226e-06,2.091732306749e-03,-1.048971876223e-03
"                 939",6.412238577629e-01,2.090548425217e-03,-1.045163037741e-05,2.101000055595e-03,-1.055725842986e-03
"                 940",6.412442238888e-01,2.108439630669e-03,-1.813971684151e-05,2.126579347511e-03,-1.072359532176e-03
"                 941",6.412776037854e-01,2.109810400086e-03,-2.020624628579e-05,2.130016646372e-03,-1.075111446329e-03
"                 942",6.412971363802e-01,2.125123476840e-03,-2.757731571148e-05,2.152700792551e-03,-1.090139054131e-03
"                 943",6.413220765491e-01,2.124193208319e-03,-2.826597616193e-05,2.152459184481e-03,-1.090362580321e-03
"                 944",6.413255802882e-01,2.136768879200e-03,-3.366278886511e-05,2.170431668065e-03,-1.102047228465e-03
"                 945",6.413382795722e-01,2.130029203164e-03,-3.133303518374e-05,2.161362238348e-03,-1.096347636766e-03
"                 946",6.413352998292e-01,2.133961224235e-03,-3.252986802694e-05,2.166491092262e-03,-1.099510480145e-03
"                 947",6.413368988691e-01,2.121209626717e-03,-2.683722337460e-05,2.148046850091e-03,-1.087442036733e-03
"                 948",6.413171330201e-01,2.122438578358e-03,-2.641747273578e-05,2.148856051094e-03,-1.087636761915e-03
"                 949",6.413107267222e-01,2.104975162074e-03,-1.807872603685e-05,2.123053888111e-03,-1.070566307074e-03
"                 950",6.412910490948e-01,2.099937988059e-03,-1.462514465557e-05,2.114563132714e-03,-1.064594138685e-03
"                 951",6.412802307412e-01,2.084678211303e-03,-7.631598775974e-06,2.092309810079e-03,-1.049970704428e-03
"                 952",6.412653648556e-01,2.085939812113e-03,-7.323326953260e-06,2.093263139066e-03,-1.050293233010e-03
"                 953",6.412769019586e-01,2.074324939687e-03,-2.206448988401e-06,2.076531388675e-03,-1.039368918832e-03
"                 954",6.412777919420e-01,2.081665799229e-03,-5.831052528560e-06,2.087496851758e-03,-1.046663952143e-03
"                 955",6.412924575768e-01,2.078175281123e-03,-4.687109895524e-06,2.082862391019e-03,-1.043774750457e-03
"                 956",6.413012809205e-01,2.090891590577e-03,-1.043181641342e-05,2.101323406990e-03,-1.055877611702e-03
"                 957",6.413265790260e-01,2.092851560272e-03,-1.249975009659e-05,2.105351310368e-03,-1.058925530232e-03
"                 958",6.413463054548e-01,2.106174916434e-03,-1.824149826015e-05,2.124416414694e-03,-1.071328956477e-03
"                 959",6.413715605778e-01,2.107153240867e-03,-1.978443947321e-05,2.126937680340e-03,-1.073361059907e-03
"                 960",6.413840257695e-01,2.121145081312e-03,-2.634758436363e-05,2.147492665676e-03,-1.086920125020e-03
"                 961",6.414066353096e-01,2.118688132147e-03,-2.620262804986e-05,2.144890760197e-03,-1.085546694123e-03
"                 962",6.414150506605e-01,2.125615668059e-03,-2.872814444130e-05,2.154343812501e-03,-1.091535978471e-03
"                 963",6.414247246122e-01,2.117846274563e-03,-2.548182681100e-05,2.143328101374e-03,-1.084404964092e-03
"                 964",6.414149689352e-01,2.124519252762e-03,-2.882067142816e-05,2.153339924190e-03,-1.091080297809e-03
"                 965",6.414196761292e-01,2.111491407357e-03,-2.272919441200e-05,2.134220601769e-03,-1.078474898090e-03
"                 966",6.414076443452e-01,2.111208552612e-03,-2.172433541706e-05,2.132932888029e-03,-1.077328611723e-03
"                 967",6.414042351964e-01,2.096740209398e-03,-1.496914339476e-05,2.111709352793e-03,-1.063339248094e-03
"                 968",6.413835171816e-01,2.096249220659e-03,-1.368648581971e-05,2.109935706479e-03,-1.061811096149e-03
"                 969",6.413777332015e-01,2.083117597383e-03,-8.240651429097e-06,2.091358248812e-03,-1.049799450120e-03
"                 970",6.413709832628e-01,2.082347483936e-03,-6.614038887364e-06,2.088961522824e-03,-1.047787780855e-03
"                 971",6.413806227508e-01,2.071540054231e-03,-1.997923536102e-06,2.073537977767e-03,-1.037767950652e-03
"                 972",6.413787609955e-01,2.082091033443e-03,-7.738617683890e-06,2.089829651127e-03,-1.048784134406e-03
"                 973",6.413990741134e-01,2.078041900580e-03,-6.023215077557e-06,2.084065115657e-03,-1.045044165367e-03
"                 974",6.414113800807e-01,2.091499171897e-03,-1.278932438064e-05,2.104288496277e-03,-1.058538910329e-03
"                 975",6.414356054807e-01,2.095090241425e-03,-1.462914983763e-05,2.109719391263e-03,-1.062174270550e-03
"                 976",6.414524025767e-01,2.107082040602e-03,-1.972519236133e-05,2.126807232963e-03,-1.073266212662e-03
"                 977",6.414754537240e-01,2.111555009163e-03,-2.424059958113e-05,2.135795608744e-03,-1.080018104163e-03
"                 978",6.414986101509e-01,2.119381560560e-03,-2.600519997047e-05,2.145386760530e-03,-1.085695980250e-03
"                 979",6.415170266552e-01,2.117659077125e-03,-2.638296153325e-05,2.144042038658e-03,-1.085212500096e-03
"                 980",6.415172790404e-01,2.129907828571e-03,-3.245591397900e-05,2.162363742550e-03,-1.097409828265e-03
"                 981",6.415300148597e-01,2.120686599763e-03,-2.787703123070e-05,2.148563630993e-03,-1.088220331112e-03
"                 982",6.415223353864e-01,2.121847544019e-03,-2.757491163193e-05,2.149422455651e-03,-1.088498683642e-03
"                 983",6.415170078263e-01,2.110846245069e-03,-2.319403882060e-05,2.134040283890e-03,-1.078617161355e-03
"                 984",6.414996986024e-01,2.107605431045e-03,-2.022384817734e-05,2.127829279223e-03,-1.074026563700e-03
"                 985",6.414881190691e-01,2.092937631434e-03,-1.344729744061e-05,2.106384928875e-03,-1.059916113158e-03
"                 986",6.414670052284e-01,2.088140151033e-03,-1.004622730847e-05,2.098186378341e-03,-1.054116302825e-03
"                 987",6.414593735543e-01,2.071570238594e-03,-2.256375668614e-06,2.073826614262e-03,-1.038041494965e-03
"                 988",6.414435869991e-01,2.072737454026e-03,-2.606289090601e-06,2.075343743117e-03,-1.038975016104e-03
"                 989",6.414507469219e-01,2.064872012477e-03,9.342531190094e-07,2.063937759358e-03,-1.031501753119e-03
"                 990",6.414581417668e-01,2.065912386666e-03,1.445090432426e-06,2.064467296234e-03,-1.031511102901e-03
"                 991",6.414688923455e-01,2.068425520697e-03,-2.456571205122e-06,2.070882091902e-03,-1.036669331553e-03
"                 992",6.414906522994e-01,2.078321911827e-03,-5.192938192199e-06,2.083514850019e-03,-1.044353894106e-03
"                 993",6.415207585321e-01,2.080551046422e-03,-8.049708037536e-06,2.088600754460e-03,-1.048325231249e-03
"                 994",6.415406990212e-01,2.100183858618e-03,-1.795666084974e-05,2.118140519468e-03,-1.068048590159e-03
"                 995",6.415706006434e-01,2.103127438872e-03,-1.983434371372e-05,2.122961782586e-03,-1.071398063150e-03
"                 996",6.415857955940e-01,2.115227741515e-03,-2.470935937271e-05,2.139937100888e-03,-1.082323230130e-03
"                 997",6.416015960207e-01,2.120109908612e-03,-2.996939766868e-05,2.150079306280e-03,-1.090024351975e-03
"                 998",6.416185645100e-01,2.123749771623e-03,-2.956866861016e-05,2.153318440233e-03,-1.091443554422e-03
"                 999",6.416223454896e-01,2.120415408550e-03,-2.983365390533e-05,2.150249062455e-03,-1.090041358180e-03
"                1000",6.416154504292e-01,2.124745550691e-03,-3.045850025664e-05,2.155204050947e-03,-1.092831275602e-03
