Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                  66",7.080302583846e-01,2.118701266322e-03,-4.601402298682e-04,2.578841496190e-03,-1.519490863029e-03
"                  67",7.074245830225e-01,1.904501144120e-03,-4.268030128264e-04,2.331304156946e-03,-1.379053584886e-03
"                  68",7.060574005857e-01,1.700639215582e-03,-4.065202373088e-04,2.107159452891e-03,-1.256839845100e-03
"                  69",7.036287440748e-01,1.462916003451e-03,-3.617822436494e-04,1.824698247100e-03,-1.093240245375e-03
"                  70",6.994381990461e-01,1.127218896053e-03,-2.456728421517e-04,1.372891738205e-03,-8.092822901783e-04
"                  71",6.926137405661e-01,7.121873881879e-04,-7.172639708681e-05,7.839137852747e-04,-4.278200911808e-04
"                  72",6.840495683857e-01,2.998021791718e-04,1.243363251689e-04,1.754658540030e-04,-2.556476441705e-05
"                  73",6.749617387711e-01,4.939028207671e-05,2.551272234060e-04,-2.057369413293e-04,2.304320823676e-04
"                  74",6.670632324060e-01,9.185274012053e-05,2.677997724176e-04,-1.759470322971e-04,2.218734023573e-04
"                  75",6.606080552851e-01,3.873818489652e-04,1.592779506409e-04,2.281038983243e-04,-3.441297384172e-05
"                  76",6.557259448089e-01,7.815901437395e-04,-4.767170722340e-07,7.820668608117e-04,-3.912717889420e-04
"                  77",6.522893779894e-01,1.189364086286e-03,-1.764091664179e-04,1.365773252704e-03,-7.710912095608e-04
"                  78",6.501663292199e-01,1.584316306731e-03,-3.334557522381e-04,1.917772058969e-03,-1.125613905603e-03
"                  79",6.492284968132e-01,1.969612819681e-03,-4.717528138640e-04,2.441365633545e-03,-1.456559223705e-03
"                  80",6.493780915512e-01,2.332673460973e-03,-5.786722290170e-04,2.911345689990e-03,-1.745008959503e-03
"                  81",6.506168449255e-01,2.667534069085e-03,-6.695947836773e-04,3.337128852762e-03,-2.003361818220e-03
"                  82",6.531686798090e-01,2.943322167227e-03,-7.356003294676e-04,3.678922496695e-03,-2.207261413081e-03
"                  83",6.563845861402e-01,3.164597903380e-03,-7.893813867554e-04,3.953979290136e-03,-2.371680338446e-03
"                  84",6.587060634204e-01,3.311913282881e-03,-8.137643075045e-04,4.125677590385e-03,-2.469720948945e-03
"                  85",6.593484247589e-01,3.374265622502e-03,-8.111176915758e-04,4.185383314078e-03,-2.498250502827e-03
"                  86",6.580282721520e-01,3.313018193398e-03,-7.754149570848e-04,4.088433150483e-03,-2.431924053784e-03
"                  87",6.551154977147e-01,3.162012001967e-03,-7.465782344299e-04,3.908590236397e-03,-2.327584235414e-03
"                  88",6.522957649870e-01,2.969226416868e-03,-7.159841835879e-04,3.685210600456e-03,-2.200597392022e-03
"                  89",6.500092387335e-01,2.801102005923e-03,-6.828818892641e-04,3.483983895187e-03,-2.083432892226e-03
"                  90",6.485287367299e-01,2.681383069315e-03,-6.423713385000e-04,3.323754407815e-03,-1.983062873157e-03
"                  91",6.472831271461e-01,2.578416156838e-03,-6.011705143285e-04,3.179586671166e-03,-1.890378592747e-03
"                  92",6.449198085333e-01,2.435464930725e-03,-5.490351837081e-04,2.984500114433e-03,-1.766767649071e-03
"                  93",6.407418367767e-01,2.247803281378e-03,-4.929070396542e-04,2.740710321032e-03,-1.616808680343e-03
"                  94",6.354831517543e-01,2.036184884876e-03,-4.335586412706e-04,2.469743526146e-03,-1.451651083709e-03
"                  95",6.298002748462e-01,1.818380626059e-03,-3.739983765492e-04,2.192379002609e-03,-1.283188689579e-03
"                  96",6.244148056935e-01,1.650225848895e-03,-3.223126997300e-04,1.972538548625e-03,-1.147425624177e-03
"                  97",6.206293350890e-01,1.538831610749e-03,-2.798446889956e-04,1.818676299744e-03,-1.049260494370e-03
"                  98",6.196278817814e-01,1.516011728432e-03,-2.557182788416e-04,1.771730007274e-03,-1.013724143058e-03
"                  99",6.213966093447e-01,1.559331747445e-03,-2.458697396360e-04,1.805201487081e-03,-1.025535613358e-03
"                 100",6.245880153626e-01,1.622658560923e-03,-2.277905981185e-04,1.850449159041e-03,-1.039119878580e-03
"                 101",6.272151014162e-01,1.682912768328e-03,-2.010808889877e-04,1.883993657316e-03,-1.042537273152e-03
"                 102",6.287119406998e-01,1.771424375100e-03,-1.769184596708e-04,1.948342834771e-03,-1.062630647221e-03
"                 103",6.295180552004e-01,1.905410274760e-03,-1.699681502814e-04,2.075378425042e-03,-1.122673287662e-03
"                 104",6.307864382689e-01,2.086277507293e-03,-1.777067340411e-04,2.263984241334e-03,-1.220845487688e-03
"                 105",6.330431299973e-01,2.315765027843e-03,-2.135873151526e-04,2.529352342996e-03,-1.371469829074e-03
"                 106",6.356232466984e-01,2.567634174922e-03,-2.602637193613e-04,2.827897894283e-03,-1.544080806822e-03
"                 107",6.374079913410e-01,2.821799056599e-03,-3.178772665085e-04,3.139676323108e-03,-1.728776794808e-03
"                 108",6.382999222761e-01,3.060006867303e-03,-3.680736853459e-04,3.428080552649e-03,-1.898077118997e-03
"                 109",6.388946732510e-01,3.289041738726e-03,-4.280716653042e-04,3.717113404030e-03,-2.072592534667e-03
"                 110",6.395095288516e-01,3.541035802778e-03,-5.058411835455e-04,4.046876986323e-03,-2.276359084934e-03
"                 111",6.400763612780e-01,3.805207274576e-03,-6.026658269317e-04,4.407873101507e-03,-2.505269464220e-03
"                 112",6.402701448723e-01,4.061985680523e-03,-6.927494247671e-04,4.754735105290e-03,-2.723742265029e-03
"                 113",6.394957615947e-01,4.271963074086e-03,-7.674175248411e-04,5.039380598928e-03,-2.903399061884e-03
"                 114",6.378438061357e-01,4.396326825273e-03,-8.052149583142e-04,5.201541783587e-03,-3.003378370951e-03
"                 115",6.357966371313e-01,4.450311851212e-03,-8.232846722696e-04,5.273596523482e-03,-3.048440597876e-03
"                 116",6.346823875689e-01,4.506652596481e-03,-8.399011184591e-04,5.346553714940e-03,-3.093227416700e-03
"                 117",6.355539941671e-01,4.597198356564e-03,-8.749070385954e-04,5.472105395160e-03,-3.173506216877e-03
"                 118",6.379148593014e-01,4.711121303360e-03,-9.145836079516e-04,5.625704911312e-03,-3.270144259632e-03
"                 119",6.404267031636e-01,4.808314661015e-03,-9.551970002509e-04,5.763511661266e-03,-3.359354330758e-03
"                 120",6.419091511666e-01,4.873845854356e-03,-9.849277921635e-04,5.858773646519e-03,-3.421850719341e-03
"                 121",6.423638764760e-01,4.912976272375e-03,-1.013564176941e-03,5.926540449315e-03,-3.470052313128e-03
"                 122",6.426577979981e-01,4.953375727779e-03,-1.045016548798e-03,5.998392276578e-03,-3.521704412688e-03
"                 123",6.434654333073e-01,4.991624442855e-03,-1.083492692495e-03,6.075117135350e-03,-3.579304913923e-03
"                 124",6.446632766005e-01,5.028579049644e-03,-1.121371388934e-03,6.149950438578e-03,-3.635660913756e-03
"                 125",6.452935262906e-01,5.050795738455e-03,-1.158756717076e-03,6.209552455531e-03,-3.684154586304e-03
"                 126",6.446079191501e-01,5.062479563628e-03,-1.194037105705e-03,6.256516669333e-03,-3.725276887519e-03
"                 127",6.427710917755e-01,5.060391650023e-03,-1.237058977725e-03,6.297450627747e-03,-3.767254802736e-03
"                 128",6.410911374572e-01,5.022277643779e-03,-1.266516749509e-03,6.288794393288e-03,-3.777655571398e-03
"                 129",6.406539332256e-01,4.946236870648e-03,-1.286960221216e-03,6.233197091864e-03,-3.760078656540e-03
"                 130",6.408879919421e-01,4.809702829447e-03,-1.281453551688e-03,6.091156381135e-03,-3.686304966411e-03
"                 131",6.404705857650e-01,4.631624351774e-03,-1.268838855416e-03,5.900463207190e-03,-3.584651031303e-03
"                 132",6.384244911439e-01,4.447453910836e-03,-1.248389954578e-03,5.695843865414e-03,-3.472116909996e-03
"                 133",6.348509797846e-01,4.289028073777e-03,-1.236277909073e-03,5.525305982850e-03,-3.380791945962e-03
"                 134",6.308815783003e-01,4.139398299993e-03,-1.216316062701e-03,5.355714362694e-03,-3.286015212697e-03
"                 135",6.271653991951e-01,4.007982860698e-03,-1.207077428326e-03,5.215060289024e-03,-3.211068858675e-03
"                 136",6.243249640011e-01,3.901828706728e-03,-1.204725423126e-03,5.106554129854e-03,-3.155639776490e-03
"                 137",6.226820037206e-01,3.832314022828e-03,-1.220648529061e-03,5.052962551889e-03,-3.136805540475e-03
"                 138",6.224258518920e-01,3.781131649305e-03,-1.228217548440e-03,5.009349197745e-03,-3.118783373092e-03
"                 139",6.231089027004e-01,3.728330346707e-03,-1.220719611089e-03,4.949049957796e-03,-3.084884784443e-03
"                 140",6.238983859747e-01,3.663857197905e-03,-1.185026660174e-03,4.848883858078e-03,-3.016955259126e-03
"                 141",6.242468787191e-01,3.613265242875e-03,-1.146200474203e-03,4.759465717079e-03,-2.952833095641e-03
"                 142",6.240975318375e-01,3.594541448248e-03,-1.110094812681e-03,4.704636260929e-03,-2.907365536805e-03
"                 143",6.239231713334e-01,3.602973812229e-03,-1.087552427733e-03,4.690526239962e-03,-2.889039333848e-03
"                 144",6.241695809525e-01,3.617906020400e-03,-1.062162803618e-03,4.680068824017e-03,-2.871115813818e-03
"                 145",6.250157857713e-01,3.609159577480e-03,-1.027889828276e-03,4.637049405756e-03,-2.832469617016e-03
"                 146",6.259120044148e-01,3.586494338497e-03,-9.821191004621e-04,4.568613438960e-03,-2.775366269711e-03
"                 147",6.266039832809e-01,3.576920402138e-03,-9.464709817056e-04,4.523391383843e-03,-2.734931182774e-03
"                 148",6.272273339909e-01,3.592067393974e-03,-9.199416446565e-04,4.512009038631e-03,-2.715975341644e-03
"                 149",6.279452623831e-01,3.616794212864e-03,-9.048781034286e-04,4.521672316293e-03,-2.713275209861e-03
"                 150",6.286836336331e-01,3.629532817439e-03,-8.795272178715e-04,4.509060035311e-03,-2.694293626591e-03
"                 151",6.289722259729e-01,3.603658493785e-03,-8.389793026107e-04,4.442637796396e-03,-2.640808549503e-03
"                 152",6.286455916329e-01,3.554385607938e-03,-7.829207603476e-04,4.337306368285e-03,-2.560113564316e-03
"                 153",6.278418390700e-01,3.504978616891e-03,-7.288172550274e-04,4.233795871918e-03,-2.481306563473e-03
"                 154",6.269954842754e-01,3.490410861213e-03,-6.841615519210e-04,4.174572413134e-03,-2.429366982527e-03
"                 155",6.270172165807e-01,3.506289994254e-03,-6.539099603174e-04,4.160199954572e-03,-2.407054957445e-03
"                 156",6.281635465646e-01,3.551469531711e-03,-6.316937371491e-04,4.183163268860e-03,-2.407428503004e-03
"                 157",6.297039368215e-01,3.589956551096e-03,-6.122673612729e-04,4.202223912369e-03,-2.407245636821e-03
"                 158",6.307604841492e-01,3.618825996302e-03,-5.909675452840e-04,4.209793541586e-03,-2.400380543435e-03
"                 159",6.310158278914e-01,3.622274806325e-03,-5.705428465815e-04,4.192817652906e-03,-2.381680249744e-03
"                 160",6.307395373087e-01,3.612408570927e-03,-5.500179697199e-04,4.162426540647e-03,-2.356222255183e-03
"                 161",6.301773422924e-01,3.591430821207e-03,-5.376310491938e-04,4.129061870401e-03,-2.333346459797e-03
"                 162",6.295743783585e-01,3.564284245175e-03,-5.286576580068e-04,4.092941903182e-03,-2.310799780594e-03
"                 163",6.289672798052e-01,3.533278479704e-03,-5.317861352053e-04,4.065064614909e-03,-2.298425375057e-03
"                 164",6.282928593929e-01,3.509071404409e-03,-5.414774926480e-04,4.050548897057e-03,-2.296013194853e-03
"                 165",6.275377877273e-01,3.484040014022e-03,-5.632134160788e-04,4.047253430101e-03,-2.305233423090e-03
"                 166",6.267684200858e-01,3.442107867533e-03,-5.834798811045e-04,4.025587748638e-03,-2.304533814871e-03
"                 167",6.260309504363e-01,3.393758825609e-03,-6.119059224338e-04,4.005664748043e-03,-2.308785335239e-03
"                 168",6.252810416384e-01,3.342693005702e-03,-6.382411702334e-04,3.980934175936e-03,-2.309587673085e-03
"                 169",6.243536783552e-01,3.281768841581e-03,-6.628483348595e-04,3.944617176440e-03,-2.303732755650e-03
"                 170",6.230840945256e-01,3.215097310695e-03,-6.755811923018e-04,3.890678502997e-03,-2.283129847649e-03
"                 171",6.213613062377e-01,3.154113176442e-03,-6.871300922424e-04,3.841243268685e-03,-2.264186680464e-03
"                 172",6.192478900551e-01,3.098548434561e-03,-6.893902783313e-04,3.787938712892e-03,-2.238664495612e-03
"                 173",6.167849918822e-01,3.051126582343e-03,-6.943082770704e-04,3.745434859414e-03,-2.219871568242e-03
"                 174",6.143278388381e-01,3.027997841910e-03,-7.011650012281e-04,3.729162843139e-03,-2.215163922183e-03
"                 175",6.124155292226e-01,3.031088316613e-03,-7.188963078104e-04,3.749984624423e-03,-2.234440466117e-03
"                 176",6.113992636898e-01,3.054076881058e-03,-7.350539534167e-04,3.789130834475e-03,-2.262092393946e-03
"                 177",6.109955111783e-01,3.079201582107e-03,-7.500597185912e-04,3.829261300698e-03,-2.289660509645e-03
"                 178",6.107668002945e-01,3.101516899874e-03,-7.529133576874e-04,3.854430257561e-03,-2.303671807624e-03
"                 179",6.103255633002e-01,3.116940636574e-03,-7.503713690809e-04,3.867312005655e-03,-2.308841687368e-03
"                 180",6.096456208910e-01,3.129482028893e-03,-7.368661288410e-04,3.866348157734e-03,-2.301607143288e-03
"                 181",6.087947796882e-01,3.148678982048e-03,-7.256645845843e-04,3.874343566633e-03,-2.300004075609e-03
"                 182",6.079728740964e-01,3.189475517639e-03,-7.152993285428e-04,3.904774846181e-03,-2.310037087362e-03
"                 183",6.073194406097e-01,3.240145025393e-03,-7.109267059540e-04,3.951071731347e-03,-2.330999218651e-03
"                 184",6.066492680586e-01,3.283201834062e-03,-6.994006460145e-04,3.982602480077e-03,-2.341001563046e-03
"                 185",6.057612601138e-01,3.303323165415e-03,-6.833882890288e-04,3.986711454443e-03,-2.335049871736e-03
"                 186",6.048066634299e-01,3.314249420886e-03,-6.596937484765e-04,3.973943169362e-03,-2.316818458919e-03
"                 187",6.038832304153e-01,3.329401498503e-03,-6.426325694202e-04,3.972034067923e-03,-2.307333318672e-03
"                 188",6.029686868978e-01,3.362764063118e-03,-6.298430264653e-04,3.992607089584e-03,-2.311225058025e-03
"                 189",6.020931201682e-01,3.409640417416e-03,-6.275913051328e-04,4.037231722549e-03,-2.332411513841e-03
"                 190",6.013103596621e-01,3.458719498880e-03,-6.224353239208e-04,4.081154822801e-03,-2.351795073361e-03
"                 191",6.005821850483e-01,3.491755490471e-03,-6.142040319012e-04,4.105959522372e-03,-2.360081777137e-03
"                 192",5.999100077751e-01,3.512432892869e-03,-5.969093080341e-04,4.109342200904e-03,-2.353125754469e-03
"                 193",5.993980948564e-01,3.525048283197e-03,-5.805957045494e-04,4.105643987747e-03,-2.343119846148e-03
"                 194",5.993141404300e-01,3.540313564303e-03,-5.609650546413e-04,4.101278618944e-03,-2.331121836793e-03
"                 195",5.997466573123e-01,3.551478830854e-03,-5.440045910044e-04,4.095483421859e-03,-2.319744006432e-03
"                 196",6.004871646594e-01,3.561847391492e-03,-5.241060733262e-04,4.085953464818e-03,-2.305029769072e-03
"                 197",6.010944461291e-01,3.567929349273e-03,-5.102054689307e-04,4.078134818203e-03,-2.294170143567e-03
"                 198",6.014394678432e-01,3.571037848571e-03,-4.940215968364e-04,4.065059445407e-03,-2.279540521122e-03
"                 199",6.016116571403e-01,3.565739461220e-03,-4.824046128612e-04,4.048144074081e-03,-2.265274343471e-03
"                 200",6.017722391452e-01,3.561553348539e-03,-4.711275847456e-04,4.032680933285e-03,-2.251904259015e-03
"                 201",6.019364111966e-01,3.557078373371e-03,-4.683741630423e-04,4.025452536413e-03,-2.246913349728e-03
"                 202",6.020546943419e-01,3.546463800490e-03,-4.625116674188e-04,4.008975467908e-03,-2.235743567664e-03
"                 203",6.019296423593e-01,3.530527879184e-03,-4.627237998326e-04,3.993251679016e-03,-2.227987739425e-03
"                 204",6.015208051373e-01,3.518790149568e-03,-4.643067004447e-04,3.983096850013e-03,-2.223701775229e-03
"                 205",6.008555190153e-01,3.511201965486e-03,-4.760821696388e-04,3.987284135124e-03,-2.231683152382e-03
"                 206",6.000943890637e-01,3.503853019659e-03,-4.869352072127e-04,3.990788226872e-03,-2.238861717042e-03
"                 207",5.992422362841e-01,3.488198297087e-03,-5.014033655663e-04,3.989601662653e-03,-2.245502514110e-03
"                 208",5.983544162565e-01,3.464014363301e-03,-5.103493369177e-04,3.974363700218e-03,-2.242356518568e-03
"                 209",5.974237848430e-01,3.435579471642e-03,-5.246793775000e-04,3.960258849142e-03,-2.242469113321e-03
"                 210",5.964818799436e-01,3.403764741193e-03,-5.344816669885e-04,3.938246408181e-03,-2.236364037585e-03
"                 211",5.955016117794e-01,3.375335892044e-03,-5.508453389197e-04,3.926181230964e-03,-2.238513284942e-03
"                 212",5.945510994275e-01,3.345512742077e-03,-5.616962146246e-04,3.907208956701e-03,-2.234452585663e-03
"                 213",5.935844374307e-01,3.317234513700e-03,-5.776411541558e-04,3.894875667856e-03,-2.236258411006e-03
"                 214",5.926901473114e-01,3.284934893917e-03,-5.864913381236e-04,3.871426232041e-03,-2.228958785082e-03
"                 215",5.918181252934e-01,3.254138118459e-03,-5.998108260737e-04,3.853948944532e-03,-2.226879885303e-03
"                 216",5.910359138227e-01,3.227293720797e-03,-6.088333477860e-04,3.836127068583e-03,-2.222480208185e-03
"                 217",5.902662824731e-01,3.212455494949e-03,-6.265621007353e-04,3.839017595684e-03,-2.232789848210e-03
"                 218",5.896599767051e-01,3.204328856571e-03,-6.398974360377e-04,3.844226292608e-03,-2.242061864323e-03
"                 219",5.892830198744e-01,3.197930392272e-03,-6.554956620326e-04,3.853426054305e-03,-2.254460858169e-03
"                 220",5.890524267072e-01,3.191012480692e-03,-6.630760577532e-04,3.854088538445e-03,-2.258582298099e-03
"                 221",5.888550146330e-01,3.181609763595e-03,-6.708403440859e-04,3.852450107680e-03,-2.261645225883e-03
"                 222",5.886958575541e-01,3.176083253771e-03,-6.719452552788e-04,3.848028509050e-03,-2.259986882164e-03
"                 223",5.884972554529e-01,3.168912927421e-03,-6.731904621605e-04,3.842103389581e-03,-2.257646925871e-03
"                 224",5.883592907123e-01,3.161984372500e-03,-6.670292532018e-04,3.829013625701e-03,-2.248021439452e-03
"                 225",5.882567946751e-01,3.153986040377e-03,-6.622239391975e-04,3.816209979575e-03,-2.239216959386e-03
"                 226",5.881860055935e-01,3.143090416391e-03,-6.486504738811e-04,3.791740890272e-03,-2.220195682077e-03
"                 227",5.880609938117e-01,3.131536849893e-03,-6.361461949012e-04,3.767683044794e-03,-2.201914619848e-03
"                 228",5.879183066080e-01,3.123378068233e-03,-6.186088749959e-04,3.741986943229e-03,-2.180297909112e-03
"                 229",5.877537819614e-01,3.116821399797e-03,-6.051570712298e-04,3.721978471026e-03,-2.163567771128e-03
"                 230",5.876332097513e-01,3.108779766478e-03,-5.848370409754e-04,3.693616807454e-03,-2.139226924215e-03
"                 231",5.874828158320e-01,3.098114027738e-03,-5.663381973117e-04,3.664452225050e-03,-2.115395211181e-03
"                 232",5.873149304934e-01,3.086665184311e-03,-5.422033095716e-04,3.628868493883e-03,-2.085535901727e-03
"                 233",5.870796870414e-01,3.079128088781e-03,-5.241949599776e-04,3.603323048759e-03,-2.063759004368e-03
"                 234",5.868817546071e-01,3.076649205453e-03,-5.032448843403e-04,3.579894089794e-03,-2.041569487067e-03
"                 235",5.867300726097e-01,3.080730813133e-03,-4.896678216618e-04,3.570398634795e-03,-2.030033228228e-03
"                 236",5.866690810937e-01,3.088222059804e-03,-4.724829092718e-04,3.560704969076e-03,-2.016593939174e-03
"                 237",5.866234976453e-01,3.104431984444e-03,-4.641722582965e-04,3.568604242741e-03,-2.016388250519e-03
"                 238",5.866184380582e-01,3.125648080536e-03,-4.539041482161e-04,3.579552228752e-03,-2.016728188484e-03
"                 239",5.866360224662e-01,3.154294018455e-03,-4.524914094476e-04,3.606785427902e-03,-2.029638418675e-03
"                 240",5.867285141050e-01,3.181274023748e-03,-4.462200636938e-04,3.627494087441e-03,-2.036857075568e-03
"                 241",5.868312642822e-01,3.209306718226e-03,-4.461299936465e-04,3.655436711873e-03,-2.050783352760e-03
"                 242",5.869610155747e-01,3.236760354411e-03,-4.415135617905e-04,3.678273916201e-03,-2.059893738996e-03
"                 243",5.870777463284e-01,3.261964641869e-03,-4.414994290916e-04,3.703464070961e-03,-2.072481750026e-03
"                 244",5.872369044603e-01,3.283482613105e-03,-4.363125774897e-04,3.719795190594e-03,-2.078053884042e-03
"                 245",5.874057803479e-01,3.305154401282e-03,-4.367165525303e-04,3.741870953813e-03,-2.089293753171e-03
"                 246",5.876533397839e-01,3.320998970030e-03,-4.307879511423e-04,3.751786921172e-03,-2.091287436157e-03
"                 247",5.878952692305e-01,3.331015156071e-03,-4.276975123813e-04,3.758712668452e-03,-2.093205090417e-03
"                 248",5.880982313869e-01,3.337198550231e-03,-4.204444939132e-04,3.757643044144e-03,-2.089043769028e-03
"                 249",5.882764341744e-01,3.344667171614e-03,-4.206891210480e-04,3.765356292662e-03,-2.093022706855e-03
"                 250",5.884743100303e-01,3.351039972663e-03,-4.178126733790e-04,3.768852646042e-03,-2.093332659711e-03
"                 251",5.886514542380e-01,3.357393705932e-03,-4.202566549446e-04,3.777650360876e-03,-2.098953507911e-03
"                 252",5.888230839993e-01,3.365759972793e-03,-4.211597302601e-04,3.786919703053e-03,-2.104039716657e-03
"                 253",5.889570908421e-01,3.374678743532e-03,-4.286898899853e-04,3.803368633517e-03,-2.116029261751e-03
"                 254",5.891037075929e-01,3.383434678753e-03,-4.330359406589e-04,3.816470619412e-03,-2.124753280036e-03
"                 255",5.892542075801e-01,3.389473114057e-03,-4.419091582881e-04,3.831382272345e-03,-2.136645715317e-03
"                 256",5.894358717600e-01,3.397257292098e-03,-4.490340227640e-04,3.846291314862e-03,-2.147662668813e-03
"                 257",5.896209250740e-01,3.400030788231e-03,-4.590652886791e-04,3.859096076910e-03,-2.159080682795e-03
"                 258",5.898196432618e-01,3.400180189223e-03,-4.644443949997e-04,3.864624584222e-03,-2.164534489611e-03
"                 259",5.899952664410e-01,3.400893744511e-03,-4.756996773376e-04,3.876593421849e-03,-2.176146549593e-03
"                 260",5.901861547500e-01,3.399998607980e-03,-4.825832539385e-04,3.882581861918e-03,-2.182582557928e-03
"                 261",5.903581168591e-01,3.397582081062e-03,-4.936405237267e-04,3.891222604789e-03,-2.192431564258e-03
"                 262",5.905469148073e-01,3.392143219362e-03,-4.994550128573e-04,3.891598232219e-03,-2.195526622538e-03
"                 263",5.907206063146e-01,3.384256871169e-03,-5.085359321346e-04,3.892792803304e-03,-2.200664367719e-03
"                 264",5.908973970454e-01,3.376258940460e-03,-5.134544627023e-04,3.889713403162e-03,-2.201583932932e-03
"                 265",5.910545656188e-01,3.358974051598e-03,-5.174510367575e-04,3.876425088355e-03,-2.196938062556e-03
"                 266",5.912374200009e-01,3.337032375332e-03,-5.147684942258e-04,3.851800869558e-03,-2.183284681892e-03
"                 267",5.914322868174e-01,3.315117371195e-03,-5.164393487476e-04,3.831556719942e-03,-2.173998034345e-03
"                 268",5.916641698301e-01,3.297940386480e-03,-5.154025265314e-04,3.813342913011e-03,-2.164372719771e-03
"                 269",5.918964632315e-01,3.282075276543e-03,-5.183551080995e-04,3.800430384642e-03,-2.159392746371e-03
"                 270",5.921624420234e-01,3.270663320548e-03,-5.185190629139e-04,3.789182383462e-03,-2.153850723188e-03
"                 271",5.924225986165e-01,3.262365226822e-03,-5.236682252041e-04,3.786033452026e-03,-2.154850838615e-03
"                 272",5.927139902030e-01,3.258521329899e-03,-5.257013458941e-04,3.784222675793e-03,-2.154962010844e-03
"                 273",5.929997304677e-01,3.257297976051e-03,-5.319778904919e-04,3.789275866542e-03,-2.160626878517e-03
"                 274",5.933018773083e-01,3.254484977212e-03,-5.322687750228e-04,3.786753752235e-03,-2.159511263629e-03
"                 275",5.935834630468e-01,3.257129966449e-03,-5.386997614986e-04,3.795829727948e-03,-2.167264744723e-03
"                 276",5.938785050286e-01,3.257379222763e-03,-5.384125740590e-04,3.795791796822e-03,-2.167102185440e-03
"                 277",5.941692601294e-01,3.258211199181e-03,-5.408073805571e-04,3.799018579738e-03,-2.169912980148e-03
"                 278",5.944801797250e-01,3.257669317905e-03,-5.371792135968e-04,3.794848531502e-03,-2.166013872549e-03
"                 279",5.947781433451e-01,3.259329281900e-03,-5.385820003049e-04,3.797911282205e-03,-2.168246641255e-03
"                 280",5.950831088156e-01,3.261554922134e-03,-5.341683729702e-04,3.795723295104e-03,-2.164945834037e-03
"                 281",5.953696767069e-01,3.263889962971e-03,-5.328068273244e-04,3.796696790296e-03,-2.164751808810e-03
"                 282",5.956652024738e-01,3.265000026291e-03,-5.258024307618e-04,3.790802457053e-03,-2.158302443907e-03
"                 283",5.959374144505e-01,3.264263926968e-03,-5.209389482778e-04,3.785202875246e-03,-2.153070911762e-03
"                 284",5.962173861373e-01,3.260813735914e-03,-5.100512976634e-04,3.770865033577e-03,-2.140458165620e-03
"                 285",5.964838493654e-01,3.263023577552e-03,-5.060887464555e-04,3.769112324008e-03,-2.137600535232e-03
"                 286",5.967686486068e-01,3.266209204342e-03,-4.976970473218e-04,3.763906251664e-03,-2.130801649493e-03
"                 287",5.970504193706e-01,3.273333863524e-03,-4.947086641218e-04,3.768042527645e-03,-2.131375595884e-03
"                 288",5.973481867400e-01,3.284841009300e-03,-4.895296384163e-04,3.774370647716e-03,-2.131950143066e-03
"                 289",5.976360236931e-01,3.301261684344e-03,-4.911789156425e-04,3.792440599986e-03,-2.141809757814e-03
"                 290",5.979396146922e-01,3.323039198708e-03,-4.908156593616e-04,3.813854858070e-03,-2.152335258716e-03
"                 291",5.982390650645e-01,3.343487428652e-03,-4.936494024848e-04,3.837136831137e-03,-2.165393116811e-03
"                 292",5.985494936442e-01,3.365864044371e-03,-4.935264674709e-04,3.859390511842e-03,-2.176458489656e-03
"                 293",5.988459441833e-01,3.390716318980e-03,-4.987733014789e-04,3.889489620459e-03,-2.194131460969e-03
"                 294",5.991605554713e-01,3.414085458190e-03,-4.995032564285e-04,3.913588714618e-03,-2.206545985523e-03
"                 295",5.994641095997e-01,3.437076168814e-03,-5.045580236153e-04,3.941634192429e-03,-2.223096108022e-03
"                 296",5.997758599188e-01,3.461026044326e-03,-5.064527141413e-04,3.967478758467e-03,-2.236965736304e-03
"                 297",6.000797343008e-01,3.479334086206e-03,-5.101048177722e-04,3.989438903979e-03,-2.249771860875e-03
"                 298",6.003806859038e-01,3.496096525227e-03,-5.094337165652e-04,4.005530241792e-03,-2.257481979179e-03
"                 299",6.006751537618e-01,3.507464359205e-03,-5.108594557696e-04,4.018323814974e-03,-2.264591635372e-03
"                 300",6.009783393778e-01,3.516182292334e-03,-5.073894103340e-04,4.023571702668e-03,-2.265480556501e-03
"                 301",6.012572438508e-01,3.522108687100e-03,-5.073464544945e-04,4.029455141594e-03,-2.268400798044e-03
"                 302",6.015358436783e-01,3.528082328675e-03,-5.041480320403e-04,4.032230360715e-03,-2.268189196378e-03
"                 303",6.017989504915e-01,3.535448373209e-03,-5.071373103106e-04,4.042585683520e-03,-2.274861496915e-03
"                 304",6.020818668565e-01,3.545421245006e-03,-5.081813338335e-04,4.053602578839e-03,-2.280891956336e-03
"                 305",6.023594575750e-01,3.555575870460e-03,-5.139468998362e-04,4.069522770296e-03,-2.291734835066e-03
"                 306",6.026503328855e-01,3.566810712179e-03,-5.168723712025e-04,4.083683083382e-03,-2.300277727292e-03
"                 307",6.029321869815e-01,3.579031571217e-03,-5.258380618242e-04,4.104869633041e-03,-2.315353847433e-03
"                 308",6.032212218936e-01,3.593898209654e-03,-5.324391436086e-04,4.126337353263e-03,-2.329388248436e-03
"                 309",6.034974664189e-01,3.602937935340e-03,-5.406669209803e-04,4.143604856320e-03,-2.342135888650e-03
